WKT,highway,name,surface,maxspeed,service,lit,oneway,access,foot,lcn,ref,bicycle,est_width,sidewalk,is_in,is_in:county,segregated,lanes,is_in:city,cycleway,addr:postcode,motor_vehicle,layer,bridge,tracktype,traffic_calming,path,abutters
"LINESTRING (-1.1366435 52.9406474,-1.1367094 52.9405339,-1.1367255 52.9404175,-1.1366772 52.9403302)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1367735 52.9396915,-1.1367132 52.9396774,-1.1365673 52.9395791,-1.1363748 52.9394785)",footway,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1372099 52.9386954,-1.137589 52.9388589,-1.1378506 52.9389974)",primary,London Road,,30 mph,,yes,yes,,,,A60,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1363748 52.9394785,-1.1365192 52.9393136,-1.1367654 52.9390167,-1.1369313 52.9388311,-1.1372195 52.9384943,-1.137726 52.9379393,-1.1380693 52.9375255,-1.1380982 52.9374879)",cycleway,,asphalt,,,no,,,yes,yes,,yes,2.5,,,,,,,,,,,,,,,
"LINESTRING (-1.1378935 52.9383555,-1.1382089 52.9384395)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1382458 52.9383691,-1.1382089 52.9384395,-1.1379142 52.9389045,-1.1378506 52.9389974)",unclassified,Victoria Embankment,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1366511 52.9398422,-1.1366778 52.9397526,-1.1367735 52.9396915,-1.1368238 52.9396595,-1.1370898 52.9395508,-1.1373044 52.9394732,-1.1374847 52.9395819,-1.1376563 52.9397008,-1.1378194 52.9397629,-1.1378794 52.9397617,-1.1380683 52.9397577,-1.13817 52.9397253,-1.1382579 52.9396968)",residential,Quayside Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1386142 52.9400775,-1.1382579 52.9396968,-1.1382439 52.9396795,-1.1378507 52.9391926,-1.1375776 52.939,-1.137488 52.9389432,-1.1371294 52.9387691)",primary,London Road,,,,yes,yes,,,,A60,,,no,,,,,,,,,,,,,,
"LINESTRING (-1.1392582 52.9368888,-1.1391105 52.9369615,-1.1390427 52.9370018,-1.1390009 52.9370364,-1.13858 52.9377751,-1.1382843 52.9383036,-1.1382458 52.9383691)",unclassified,Victoria Embankment,,20 mph,,,,destination,yes,,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1390622 52.9396883,-1.139557 52.9399447)",tertiary,Meadows Way,asphalt,,,yes,yes,,,yes,,,,,,,,3,,,,,,,,,,
"LINESTRING (-1.13858 52.9377751,-1.1383912 52.9375904,-1.1381645 52.9374024)",footway,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1372879 52.9406553,-1.1371814 52.9407537,-1.1370795 52.9407926,-1.1369883 52.9407764,-1.1369186 52.9407376,-1.1369722 52.9406729,-1.1371327 52.9405565)",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1375962 52.9404716,-1.1374675 52.9404767,-1.1373263 52.9404628,-1.1372029 52.9404434)",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1377164 52.9405026,-1.1375962 52.9404716)",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1368435 52.9404045,-1.1370727 52.9404198,-1.1372029 52.9404434,-1.1371327 52.9405565,-1.1371328 52.9405905,-1.137164 52.9406036,-1.1372879 52.9406553,-1.1377739 52.9408585)",residential,Meadow Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1383783 52.9402826,-1.138182 52.9404697)",primary,Meadow Lane,asphalt,30 mph,,yes,,,,yes,A6011,,,,,,,,,,,,,yes,,,,
"LINESTRING (-1.1387875 52.9407127,-1.1387538 52.9407153,-1.1385807 52.9406452,-1.1385631 52.9406594,-1.1387516 52.9407362,-1.1387766 52.9407735,-1.1387916 52.9408291)",cycleway,,paved,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1387916 52.9408291,-1.1386395 52.940897)",cycleway,,paved,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1388756 52.9408461,-1.1387336 52.9408978)",cycleway,,paved,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1391491 52.9407608,-1.1388756 52.9408461)",cycleway,,paved,,,,,,yes,,,,,,,,,,,,,,,yes,,,,
"LINESTRING (-1.1392253 52.9407348,-1.1391595 52.9407573,-1.1391491 52.9407608)",cycleway,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1391683 52.9404863,-1.1391868 52.9405092,-1.139348 52.9407382,-1.1393761 52.9408391)",primary,London Road,,30 mph,,,yes,,,,A60,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1393761 52.9408391,-1.1392631 52.940767,-1.1392253 52.9407348,-1.1388226 52.9403414,-1.1387633 52.9402717,-1.1386142 52.9400775)",primary,London Road,,,,,yes,,,,A60,,,,,,,,,,,,,,,,,
"LINESTRING (-1.139381 52.9409995,-1.139322 52.940913,-1.1392616 52.9408564,-1.1392033 52.9408036,-1.1391595 52.9407573)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1391344 52.9404444,-1.1391751 52.940464,-1.1392132 52.9404738,-1.1392394 52.9404806,-1.1392891 52.9404875,-1.1393246 52.9404911,-1.1394091 52.9404935)",service,,,,,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1394654 52.9406138,-1.1394265 52.9406091,-1.1394051 52.9405655,-1.1394091 52.9404935,-1.1394319 52.9404353,-1.139433 52.9404325,-1.1394467 52.9403957,-1.1394265 52.940372,-1.1394145 52.9403578,-1.1393681 52.9403306,-1.1391754 52.9402593)",service,,,,,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.139433 52.9404325,-1.139456 52.9404164,-1.1394815 52.9404071,-1.1395305 52.9404034,-1.1395534 52.9404102)",service,,,,,,yes,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1378794 52.9397617,-1.1378451 52.9398457,-1.1379052 52.9399181,-1.1380511 52.9399646,-1.1381391 52.9399812,-1.1381885 52.9399905,-1.1383 52.940094,-1.1383945 52.9401095)",residential,Quayside Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1382439 52.9396795,-1.1382209 52.9395576,-1.1382316 52.9395002,-1.1382651 52.9394639,-1.1382992 52.9394517,-1.1383352 52.9394511)",primary_link,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1383352 52.9394511,-1.1384668 52.9394668)",primary_link,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.138275 52.9393847,-1.1383352 52.9394511)",primary,London Road,,30 mph,,yes,yes,,,,A60,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1380516 52.9391554,-1.1382891 52.9392624,-1.1385525 52.939416,-1.1388487 52.9395745)",service,Meadows Way,asphalt,,,yes,yes,,,yes,,yes,,,,,,,,lane,,no,,,,,,
"LINESTRING (-1.1378506 52.9389974,-1.1380217 52.9391321,-1.1380516 52.9391554)",primary,London Road,,30 mph,,yes,yes,,,,A60,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1380516 52.9391554,-1.1381826 52.9392781,-1.138275 52.9393847)",primary,London Road,,30 mph,,yes,yes,,,,A60,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1387633 52.9402717,-1.138611 52.9402799,-1.1383783 52.9402826)",primary,Meadow Lane,,30 mph,,,yes,,,yes,A6011,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1383783 52.9402826,-1.138468 52.9402046,-1.1385102 52.9401679,-1.1386142 52.9400775)",primary,Meadow Lane,asphalt,30 mph,,yes,yes,,,yes,A6011,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1389655 52.940241,-1.1386142 52.9400775)",tertiary,London Road,,,,yes,yes,,,,,,,,,,,,,lane,,,,,,,,
"LINESTRING (-1.1389655 52.940241,-1.1388469 52.940259,-1.1387633 52.9402717)",cycleway,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1389655 52.940241,-1.1390847 52.9403831,-1.1391344 52.9404444,-1.1391683 52.9404863)",primary,London Road,,30 mph,,yes,yes,,,,A60,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1383352 52.9394511,-1.138483 52.9396247,-1.1386118 52.9397747,-1.1388435 52.940085,-1.1389655 52.940241)",primary,London Road,,30 mph,,yes,yes,,,,A60,,,,,,,,,,,,,,,,,
"LINESTRING (-1.138275 52.9393847,-1.1384668 52.9394668,-1.1388487 52.9395745)",tertiary,Meadows Way,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1388487 52.9395745,-1.1390622 52.9396883)",tertiary,Meadows Way,asphalt,,,yes,yes,,,yes,,,,,,,,,,lane,,,,,,,,
"LINESTRING (-1.1385531 52.9388454,-1.1388725 52.9389101,-1.1389479 52.9389286)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1425537 52.9666867,-1.1426663 52.9665507,-1.1426807 52.9665343,-1.1427891 52.9664085)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1428493 52.9654249,-1.1426284 52.9655833)",residential,Fountain Dale Court,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1428286 52.9604199,-1.1427978 52.9604603)",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1427284 52.9577948,-1.142705 52.9578539,-1.1426973 52.9578721)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1426372 52.9567708,-1.1425953 52.9567637,-1.1425589 52.9567493,-1.1425316 52.9567288,-1.1425161 52.9567043,-1.1425132 52.9566828,-1.1425195 52.9566615,-1.1425363 52.9566402,-1.1425621 52.9566225,-1.1425951 52.9566098,-1.1426769 52.9566063,-1.142744 52.9566221,-1.1427742 52.9566436,-1.142791 52.9566698,-1.142784 52.9567145,-1.1427437 52.9567515,-1.1426938 52.9567678,-1.1426372 52.9567708)",tertiary,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1425951 52.9566098,-1.1425987 52.9564925,-1.1426868 52.9561063,-1.1427645 52.9558934,-1.1427908 52.9557916)",tertiary,Beck Street,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1426836 52.9547838,-1.1426945 52.9548383,-1.1425898 52.9548775,-1.1424964 52.9549129)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1452366 52.9371794,-1.1452449 52.937241,-1.1453446 52.9379526,-1.145352 52.9380057)",cycleway,Wilford Grove,asphalt,,,yes,,,,,,,2.5,,,,,,,,,,,,,,,
"LINESTRING (-1.1452311 52.9409191,-1.1453502 52.9408221,-1.1454325 52.940755)",service,Flitterman Mews,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1453798 52.942792,-1.1454146 52.9429287,-1.145391 52.9429508,-1.1453206 52.9430146,-1.1452149 52.9431159)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1455165 52.9427801,-1.1454093 52.9425428,-1.1454052 52.9425338,-1.1453357 52.9423787)",residential,Bruce Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1456358 52.9398994,-1.1455418 52.9399038)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.145391 52.9429508,-1.1454748 52.9429752,-1.145595 52.9430063,-1.1456216 52.9430704)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1458639 52.9415224,-1.1457656 52.9408767,-1.1457612 52.9408421,-1.1457173 52.9405106,-1.1456358 52.9398994,-1.1455775 52.9394509,-1.1453887 52.9381081,-1.1453742 52.9380749,-1.1453522 52.9380526,-1.1453226 52.9380348)",tertiary,Wilford Grove,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1456219 52.9433657,-1.1458853 52.9433501)",cycleway,Kirke White Walk,paved,,,yes,,,yes,yes,,,2.5,,,,,,,,,,,,,,,
"LINESTRING (-1.1460484 52.9398788,-1.1456358 52.9398994)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1464213 52.9291084,-1.1455824 52.9285417,-1.1454812 52.9284699)",residential,Gresham Close,,,,,,,,,,,,,,,,,,,NG2 7RN,,,,,,,
"LINESTRING (-1.1475521 52.9280769,-1.147494 52.9278618,-1.1473875 52.9277202,-1.147244 52.9276375,-1.1469434 52.927556,-1.1467997 52.927601,-1.1465592 52.9277785,-1.1463767 52.9279236,-1.1461896 52.9280761,-1.1459187 52.9282393,-1.1456749 52.9283876,-1.1454812 52.9284699)",residential,Gresham Close,,,,,,,,,,,,,,,,,,,NG2 7RQ,,,,,,,
"LINESTRING (-1.1491206 52.9377906,-1.1490726 52.9377748,-1.1477983 52.9378393,-1.1477255 52.9378432,-1.1469823 52.9378754,-1.1462336 52.9379163,-1.1454438 52.9379535,-1.1453918 52.9379701,-1.145352 52.9380057,-1.1453226 52.9380348)",residential,Bathley Street,asphalt,,,yes,,,,yes,,,,,,,,,,,,,,,,cushion,,
"LINESTRING (-1.1464107 52.92349,-1.1460101 52.9234981)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1463691 52.9232521,-1.1462321 52.9232919,-1.1461282 52.9232871,-1.1460381 52.9232496,-1.1459954 52.9229179,-1.1459899 52.9228469,-1.1459796 52.9227155,-1.1460586 52.9226959)",service,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1458351 52.9222912,-1.1458553 52.922358,-1.1459341 52.9224434,-1.1459689 52.922475,-1.1460985 52.9225924,-1.1462046 52.9226269,-1.1463613 52.9227014,-1.1465203 52.9228115,-1.1467263 52.92304)",cycleway,,asphalt,,,yes,,,yes,yes,,yes,1.75,,,,no,,,,,,,,,,,
"LINESTRING (-1.1468966 52.923147,-1.146972 52.9232687,-1.147071 52.9233612,-1.147372 52.9235362,-1.1475006 52.9236574,-1.1476316 52.9238002)",cycleway,,asphalt,,,no,,,yes,yes,,,2.5,,,,,,,,,,,,,,,
"LINESTRING (-1.1478269 52.9238823,-1.1477259 52.9238642,-1.1476615 52.9238423)",cycleway,,asphalt,,,yes,,,yes,,,,,,,,no,,,,,,,,,,,
"LINESTRING (-1.1467263 52.92304,-1.1467886 52.9230736,-1.1468966 52.923147)",cycleway,,asphalt,,,no,,,yes,yes,,,2.5,,,,,,,,,,,,,,,
"LINESTRING (-1.1473005 52.9225537,-1.147396 52.9225125)",residential,Syon Park Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.147696 52.9227352,-1.1476387 52.9226928,-1.1475724 52.9226437)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1485301 52.9223178,-1.1485066 52.9223807,-1.1484594 52.9224319,-1.1483449 52.9225562,-1.1481543 52.9226234,-1.1479656 52.9226483,-1.147696 52.9227352,-1.1474245 52.9228228,-1.1471819 52.922851,-1.1470309 52.9228748,-1.1468727 52.9229583,-1.1467918 52.9230092,-1.1467263 52.92304)",cycleway,,,,,,,,yes,,,,,,,,no,,,,,,,,,,,
"LINESTRING (-1.1456481 52.9222439,-1.1458351 52.9222912)",cycleway,,asphalt,,,yes,,,yes,yes,,yes,1.25,,,,no,,,,,,,,,,,
"LINESTRING (-1.1459689 52.922475,-1.146064 52.9224551,-1.1461713 52.9224486,-1.1462357 52.9224373,-1.1463054 52.9224227)",path,,earth,,,,,,,,,,,,,,,,,,,,,,,,desire,
"LINESTRING (-1.1463952 52.9223762,-1.1465281 52.9224745,-1.1466647 52.9225665,-1.1467105 52.9225974)",residential,Syon Park Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1466647 52.9225665,-1.1469009 52.9224502)",residential,Syon Park Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1482062 52.9231723,-1.1481149 52.9231081)",path,,earth,,,,,,yes,,,,,,,,,,,,,,,,,,desire,
"LINESTRING (-1.1566447 52.9411787,-1.156529 52.9412064)",residential,Tarbert Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1567638 52.9413042,-1.1567488 52.9412718,-1.1567289 52.9412401,-1.1566956 52.9412084,-1.1566447 52.9411787,-1.156622 52.9411563,-1.1566074 52.9411276,-1.1565892 52.9410554,-1.1565291 52.9408364)",residential,Tarbert Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1570994 52.9407773,-1.1569927 52.9407884,-1.1565291 52.9408364,-1.156009 52.9408915,-1.1559505 52.9408904,-1.1558683 52.9408765,-1.1557904 52.9408482,-1.1556763 52.9408079,-1.155617 52.9408002,-1.1555822 52.9408022,-1.1555382 52.9408052,-1.1550961 52.9408564,-1.1547674 52.9408918)",residential,Thrumpton Drive,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1572899 52.940725,-1.1571537 52.9407397,-1.1570906 52.9407465)",service,Hawthorn Court,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1571899 52.9408559,-1.1571912 52.9408823,-1.1573133 52.9412842,-1.1573333 52.941344,-1.1573405 52.9414508,-1.1573378 52.9415561,-1.1573239 52.941615,-1.1573012 52.9416811,-1.157286 52.9417173,-1.157259 52.9417616,-1.1572401 52.9417828,-1.1572122 52.941805,-1.1571421 52.9418499,-1.1569309 52.9419863)",cycleway,,paved,,,yes,,,yes,yes,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1574008 52.9419449,-1.1570308 52.9419836,-1.1569839 52.9419872,-1.1569309 52.9419863)",cycleway,,paved,,,yes,,,yes,,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1580221 52.9418746,-1.1578749 52.9418916,-1.1577178 52.9419092,-1.1574008 52.9419449)",cycleway,,concrete,,,yes,,,yes,,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1583202 52.9418424,-1.1580221 52.9418746)",cycleway,,concrete,,,yes,,no,,,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1571978 52.9420591,-1.1578175 52.9419997,-1.1581542 52.9419461,-1.1583862 52.9419261,-1.1584496 52.941942)",residential,Saffron Gardens,,,,,,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1584496 52.941942,-1.1585274 52.9420512,-1.1585661 52.9421733)",residential,Saffron Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1570177 52.9404918,-1.1570623 52.9406475,-1.1570906 52.9407465,-1.1570994 52.9407773,-1.1571199 52.9408487)",residential,Thrumpton Drive,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1571899 52.9408559,-1.1571537 52.9407397,-1.1571229 52.9406408,-1.1570745 52.9404837,-1.157068 52.9404678,-1.1570353 52.9404328,-1.1569657 52.9401929)",cycleway,Bosworth Walk,paved,,,yes,,,yes,yes,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.157788 52.9416992,-1.1578839 52.9416229,-1.1578842 52.9416051,-1.1578535 52.9415777,-1.1578279 52.9414984,-1.1578314 52.941411,-1.1578213 52.9413468,-1.157744 52.9410959)",residential,Hawthorn View,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1572895 52.9401543,-1.1573115 52.9402279)",residential,Ainsworth Drive,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.157261 52.9400686,-1.1572895 52.9401543)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1574325 52.9403583,-1.1574076 52.9402632,-1.1573115 52.9402279)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1576325 52.9400218,-1.1576631 52.9401104)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1584191 52.940292,-1.1582993 52.9403055,-1.1581801 52.9403176)",residential,Hatley Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1582993 52.9403055,-1.1582864 52.940267,-1.1582178 52.9400457)",residential,Hatley Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1513192 52.9303226,-1.1509092 52.9305569,-1.150732 52.9306602,-1.1505487 52.9307709,-1.1503656 52.9308737)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.150732 52.9306602,-1.1510648 52.930852,-1.1514063 52.9309691,-1.1515282 52.9308464,-1.151205 52.9307241,-1.1510454 52.9306411,-1.1509092 52.9305569)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1511052 52.9298245,-1.1513289 52.9297778,-1.1516606 52.9297002,-1.15184 52.9296531,-1.1519629 52.9296155)",path,,earth,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1519629 52.9296155,-1.1520117 52.9296555)",path,,earth,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1543123 52.9316414,-1.154226 52.9316275,-1.1529079 52.9314155,-1.1517009 52.9312252,-1.1510216 52.9311566,-1.1503889 52.9310979,-1.1502918 52.9310849,-1.1502901 52.9311049,-1.150261 52.9311421,-1.1501969 52.9311897,-1.1501475 52.9312028,-1.1501129 52.931212,-1.1500217 52.9312201,-1.149944 52.9312104,-1.1498957 52.9312164,-1.1498166 52.9312499,-1.1497785 52.931217,-1.1497115 52.9311827)",cycleway,,asphalt,,,yes,,,yes,yes,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1519629 52.9296155,-1.1520156 52.9295849,-1.1522028 52.9295473,-1.1523804 52.9295061,-1.1526808 52.9294474,-1.1532035 52.9293204,-1.1535546 52.9292651,-1.1536307 52.9292592,-1.1537966 52.9291886,-1.1540034 52.9291745,-1.1546098 52.9292015,-1.1548595 52.9292098,-1.1550196 52.9292249)",path,,earth,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1547439 52.9303254,-1.1547327 52.9303014,-1.1547304 52.9302794,-1.154735 52.9302561,-1.1547418 52.9302287,-1.1547464 52.9302102,-1.1547566 52.9301944,-1.1547832 52.9301684)",path,,,,,,,,,,,,,,,,,,,,,,,,,,desire,
"LINESTRING (-1.1556738 52.9304471,-1.1557556 52.9303984,-1.1558899 52.9303211,-1.15595 52.9302534,-1.155968 52.930214)",path,,,,,,,,,,,,,,,,,,,,,,,,,,desire,
"LINESTRING (-1.1485537 52.94334,-1.1485948 52.943485)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1500808 52.93895,-1.1500215 52.9390408)",residential,Pitcairn Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1500658 52.9397228,-1.150105 52.9396556,-1.1493322 52.9395108)",residential,Tasmania Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1492587 52.9389362,-1.1494215 52.9389272,-1.1494806 52.9389299,-1.1495491 52.9389379,-1.1499123 52.9390164,-1.1500215 52.9390408,-1.150513 52.9391539)",residential,Pitcairn Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1533578 52.9394735,-1.1531647 52.9396796,-1.1527668 52.9401315,-1.1524003 52.9405477,-1.1523145 52.9406434,-1.1520818 52.9409093,-1.1517056 52.9413365,-1.1516847 52.9413614,-1.1515876 52.9414723,-1.1514505 52.941668,-1.1513781 52.9417667)",cycleway,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1511027 52.9418759,-1.1511211 52.941759,-1.1512621 52.9416149,-1.1514733 52.9414547,-1.1515686 52.9413352,-1.1519686 52.9408772,-1.1522051 52.9406064,-1.1526474 52.9400981,-1.1532324 52.9394303,-1.1533495 52.9393076,-1.1533564 52.9392834,-1.1533717 52.9392655)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1534268 52.9417168,-1.153112 52.9416185,-1.1531829 52.9415361,-1.1529128 52.9414518)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1527727 52.9405252,-1.1528387 52.9404478,-1.1531039 52.9405299,-1.1534163 52.9406341,-1.1534714 52.9405709)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1537855 52.9415216,-1.1538008 52.9415024,-1.1538377 52.9414559,-1.1535358 52.9413601,-1.1534835 52.9413349,-1.1533397 52.9412684,-1.1532758 52.9412509,-1.1532414 52.941244,-1.1532028 52.9412411,-1.153141 52.9412419,-1.1531099 52.9412494,-1.1530883 52.9412606,-1.1529128 52.9414518,-1.1527942 52.9415839,-1.1527738 52.9416274,-1.1527637 52.9416755,-1.1527508 52.9418147)",residential,Mickledon Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1516411 52.9417745,-1.1519833 52.941786,-1.1520856 52.9417891,-1.1523728 52.9418,-1.1527508 52.9418147,-1.1532437 52.9418326,-1.1534624 52.9418409,-1.1535904 52.9418391,-1.1537036 52.941828,-1.1537825 52.9418148,-1.1539617 52.9417747,-1.1541165 52.9417276,-1.1542908 52.9416497,-1.1544531 52.9415509,-1.1545392 52.9414737,-1.1546101 52.9414037,-1.1546745 52.9413188,-1.1547179 52.9412385,-1.1547451 52.9411538,-1.1547583 52.9410662,-1.1547674 52.9408918,-1.1547552 52.9407507,-1.1547329 52.9406177,-1.1546726 52.9404215,-1.1546256 52.9402572,-1.1544682 52.939762,-1.1544162 52.9396031,-1.1544138 52.9394938,-1.154421 52.9394541,-1.1544295 52.9394159,-1.1544412 52.9393757,-1.1544885 52.9392693,-1.1545193 52.9392186,-1.1545965 52.9391358)",tertiary,Robin Hood Way,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1508617 52.9396062,-1.1508313 52.9396685,-1.1507736 52.9397583,-1.1507118 52.9398587,-1.150674 52.9399529,-1.1506691 52.9399932,-1.1506764 52.9400126,-1.1506982 52.9400672,-1.1507243 52.9401148,-1.1508116 52.9402544,-1.1508417 52.9403066,-1.1508647 52.9403409,-1.1509706 52.9404983,-1.1510427 52.9406124,-1.1510952 52.9406893,-1.1511133 52.9407158,-1.1511738 52.9407881,-1.1512987 52.9408961,-1.1513199 52.9409081)",residential,Oxbow Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1520675 52.9400556,-1.1519885 52.9401532,-1.1519347 52.9402238)",residential,Sandays Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1519885 52.9401532,-1.152095 52.940184)",residential,Doyne Court,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1508313 52.9396685,-1.1509579 52.9396922)",residential,Oxbow Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1513956 52.938573,-1.1514483 52.9386568,-1.1515788 52.9388592,-1.1516652 52.9389878,-1.1517079 52.9390526,-1.1517472 52.939111,-1.1518312 52.9392386,-1.1518474 52.9392651,-1.1518978 52.9393475,-1.1519902 52.9394958,-1.1520457 52.939587,-1.1520951 52.9396637,-1.1521301 52.9397179,-1.1521508 52.9397482,-1.1521919 52.9398352,-1.1521991 52.9398585,-1.1521936 52.9398877,-1.1521789 52.9399204,-1.1520675 52.9400556)",residential,Sandays Close,,,,,,,,,,,,,,,,,,,,,,,,,,
