WKT,highway,name,surface,noname,oneway,lanes,maxspeed,ref,service,junction,source_1
"LINESTRING (-59.5285337 13.1571203,-59.5284447 13.1570045,-59.5284249 13.1569597,-59.5284173 13.1569058,-59.5284537 13.156729,-59.5285405 13.15652,-59.5286164 13.1564027,-59.5288224 13.1562523,-59.5288866 13.1562405,-59.5289591 13.1562474,-59.5292802 13.1563217,-59.5299934 13.1564764,-59.5307225 13.1566633,-59.5308995 13.1567195,-59.5310519 13.1567518,-59.5312686 13.1567704,-59.5313512 13.1567757,-59.5314316 13.1567537,-59.5315691 13.15671,-59.5317836 13.1566033,-59.532006 13.1565252,-59.5321868 13.1564974,-59.5323319 13.1564835,-59.5324816 13.1564429,-59.5326783 13.1563479,-59.5328457 13.1562914,-59.5330309 13.156282,-59.5331947 13.1562837,-59.5338637 13.156309,-59.5340211 13.1563008,-59.5341954 13.1562857,-59.5345902 13.1562105,-59.5349378 13.1561305,-59.5351984 13.1560639,-59.5354122 13.1560288,-59.535797 13.1559539,-59.5363856 13.1558313,-59.5365254 13.1558018,-59.5369701 13.1557032,-59.5375428 13.1555978,-59.5376787 13.1555879,-59.5383018 13.1555424,-59.5383968 13.1555382,-59.5391038 13.1555072,-59.539779 13.155517,-59.5404843 13.1555426,-59.5407307 13.1555445,-59.5409405 13.1555371,-59.541261 13.1554726,-59.5416755 13.1553262,-59.5421648 13.15512,-59.5424424 13.155003,-59.5432206 13.1546491,-59.5434357 13.1545478,-59.5437491 13.1544287,-59.5437717 13.1544216,-59.544126 13.1543133,-59.5447606 13.1541365,-59.5449268 13.1540574,-59.5450322 13.1540103,-59.5451366 13.1539398,-59.5459344 13.1534283,-59.546681 13.1529738,-59.546705 13.1529591,-59.5470852 13.1527978,-59.5475303 13.152607,-59.5477314 13.1524929,-59.5479342 13.1523318,-59.5484928 13.1518867,-59.5490758 13.1514278,-59.5494386 13.1511342,-59.5498129 13.1508489,-59.5500685 13.1506792,-59.5503887 13.150491,-59.5504548 13.1504438,-59.5505547 13.1503349,-59.5508632 13.1499481,-59.5512398 13.1494934,-59.5514664 13.1492324,-59.551648 13.1490434,-59.552134 13.1486909,-59.5525044 13.1484189,-59.5529383 13.1481192,-59.5532636 13.1479217)",unclassified,Newbury / St Judes,,,,,40,,,,KG Ground Survey 2015
"LINESTRING (-59.6052685 13.0782177,-59.6056574 13.0785583)",primary,Hastings Road,asphalt,,no,2,,H7,,,
"LINESTRING (-59.6056574 13.0785583,-59.6058226 13.0781139,-59.6058301 13.0780551,-59.6057792 13.0778043,-59.6057966 13.0777418,-59.6061737 13.0772384)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6059154 13.0787793,-59.6057394 13.078709,-59.6056108 13.0787008,-59.6054577 13.0787161)",primary_link,,asphalt,,yes,,,,,,
"LINESTRING (-59.6053691 13.0787593,-59.6055854 13.0788221,-59.6057839 13.0789044,-59.6059408 13.0789554,-59.6060973 13.0789439)",unclassified,,,,,,,,,,
"LINESTRING (-59.6061737 13.0772384,-59.606253 13.0772113,-59.6063612 13.0771968,-59.6065624 13.077206,-59.607308 13.0773797,-59.6074139 13.0774072,-59.6075493 13.0774621,-59.6076378 13.07753,-59.6076727 13.0776045,-59.6077424 13.0776685,-59.6078403 13.0777129,-59.6079637 13.0777051,-59.6080576 13.0776685,-59.6081595 13.0776228,-59.6082185 13.0776202,-59.6082842 13.0776502,-59.6083339 13.0776946,-59.6084157 13.0777991,-59.6084747 13.077837,-59.6086356 13.0779441,-59.6086946 13.0780304,-59.6088207 13.0781505,-59.6090245 13.0782786,-59.6092606 13.0783935,-59.6095529 13.0784693,-59.6098372 13.0785294,-59.6103162 13.0786695)",service,,,yes,,,,,,,
"LINESTRING (-59.6061791 13.0790179,-59.6061892 13.0791348,-59.6062664 13.0792518,-59.6063866 13.0793521,-59.6064896 13.0794274,-59.6065926 13.079511,-59.6066527 13.0795946,-59.6066784 13.0796866,-59.6067297 13.0798447)",tertiary,,asphalt,yes,,2,,,,,
"LINESTRING (-59.6056574 13.0785583,-59.6059154 13.0787793,-59.6060973 13.0789439,-59.6061791 13.0790179,-59.6068608 13.0795693,-59.607339 13.0799867,-59.6074018 13.0801147)",primary,Garrison Hill,asphalt,,no,2,,H7,,,
"LINESTRING (-59.6074018 13.0801147,-59.6085271 13.0800067)",unclassified,,asphalt,yes,,,,,,,
"LINESTRING (-59.6066956 13.0813419,-59.6065754 13.0814172,-59.6064896 13.0814673,-59.606368 13.0815284)",tertiary_link,Garrison Road,asphalt,,,,,,,,
"LINESTRING (-59.6068608 13.0795693,-59.6067935 13.079633,-59.6067514 13.0797023,-59.6067297 13.0798447,-59.6067299 13.0800293,-59.6067385 13.0802885,-59.6067471 13.0805811,-59.6067213 13.0808737,-59.6067128 13.0811078,-59.6066956 13.0813419,-59.6066617 13.0815499)",tertiary,Garrison Road,asphalt,,,2,,,,,
"LINESTRING (-59.6076906 13.0815681,-59.6073172 13.0815757,-59.6069594 13.0815893,-59.6068616 13.0815866,-59.6067679 13.081573,-59.6066617 13.0815499)",tertiary,Bush Hill,asphalt,,,2,,,,,
"LINESTRING (-59.6072914 13.0835252,-59.6069877 13.0835589)",residential,,,,,,,,,,
"LINESTRING (-59.6058417 13.0839194,-59.6058733 13.0833951,-59.6058887 13.0833064,-59.6059122 13.0832515,-59.6059551 13.0832025,-59.6060074 13.0831699,-59.6060708 13.0831566)",residential,2nd Avenue Chelsea Road,,,,,,,,,
"LINESTRING (-59.6065948 13.0830901,-59.6066699 13.0832991,-59.6067235 13.0834663,-59.6067772 13.0836753,-59.6067922 13.0839173)",residential,1st Avenue Chelsea Road,,,,,,,,,
"LINESTRING (-59.6070355 13.0838956,-59.6069877 13.0835589,-59.6068905 13.0828734)",residential,,,yes,,,,,,,
"LINESTRING (-59.6067922 13.0839173,-59.6070355 13.0838956)",residential,Chelsea Road,asphalt,,,,,,,,
"LINESTRING (-59.6070355 13.0838956,-59.6079666 13.0838373)",residential,Chelsea Road,asphalt,,,,,,,,
"LINESTRING (-59.6069059 13.0846994,-59.6067922 13.0839173)",residential,,,yes,,,,,,,
"LINESTRING (-59.6063057 13.0839225,-59.606295 13.0850523)",residential,,,,,,,,,,
"LINESTRING (-59.6076712 13.0856093,-59.6076534 13.0855898,-59.6076239 13.0855761,-59.6069085 13.0855906,-59.6068543 13.0856159,-59.6068174 13.0856564,-59.6067994 13.0857099,-59.6063157 13.0857106,-59.606275 13.0856989,-59.6062514 13.0856693,-59.6062331 13.0854082,-59.6062195 13.085388,-59.6061972 13.0853727,-59.6061652 13.0853666,-59.6056929 13.0853712)",residential,,,yes,,,,,,,
"LINESTRING (-59.6068108 13.0871354,-59.6063311 13.0871333)",residential,,,,,,,,,,
"LINESTRING (-59.6067629 13.0877687,-59.6067953 13.0877105,-59.6068108 13.0876471,-59.6068108 13.0871354,-59.6067994 13.0857099)",residential,Palm Tree Place,asphalt,,,,,,,,
"LINESTRING (-59.6073498 13.0895776,-59.6072518 13.0894536,-59.6072372 13.0894256,-59.6072255 13.0893918,-59.6072184 13.0893551,-59.607216 13.0888537,-59.607206 13.0888246,-59.6071913 13.0888004,-59.6071634 13.0887827,-59.6071315 13.0887723,-59.6067828 13.0887811)",residential,Mansion Place,,,,,40,,,,
"LINESTRING (-59.6067899 13.0899064,-59.6067828 13.0887811,-59.6067791 13.0886088,-59.6067694 13.0881529,-59.6067629 13.0877687)",residential,Lawrence Avenue,asphalt,,,,40,,,,
"LINESTRING (-59.6064887 13.090052,-59.6064793 13.0895124,-59.6064691 13.0894919,-59.6064476 13.0894784,-59.6063213 13.0894714,-59.6061868 13.0894784,-59.6061714 13.0894934,-59.6061646 13.0895123,-59.606169 13.0900847)",residential,Fairview Place,,,,,40,,,,
"LINESTRING (-59.6080205 13.0899765,-59.6079996 13.0899828,-59.6079393 13.0900085,-59.6079197 13.0900179,-59.6079053 13.0900226,-59.6078918 13.0900239,-59.606917 13.0900458,-59.6068651 13.0900343,-59.6068305 13.0900162,-59.6068009 13.0899866,-59.6067913 13.089954,-59.6067899 13.0899064)",service,,,,,,,,driveway,,
"LINESTRING (-59.6085271 13.0800067,-59.6086129 13.0800211,-59.6086796 13.0800672,-59.6087107 13.0801466,-59.6087242 13.080336,-59.6087161 13.0805085,-59.6087268 13.0806926,-59.608759 13.0809213,-59.6088019 13.081176,-59.6088475 13.0813536,-59.608924 13.0815091,-59.6089562 13.0816293,-59.6089749 13.0818017,-59.6089977 13.0821649)",service,,unpaved,yes,,,,,alley,,
"LINESTRING (-59.6077818 13.0822733,-59.6081821 13.0822179,-59.60849 13.0821954,-59.6086992 13.0821824,-59.6089977 13.0821649)",unclassified,Engineers Pier Road,asphalt,,,,,,,,
"LINESTRING (-59.6078579 13.0832044,-59.6081151 13.0831892)",service,,,,,,,,,,
"LINESTRING (-59.6083352 13.0832837,-59.6083487 13.0831831,-59.608346 13.0831269,-59.6083191 13.0830812,-59.6082896 13.0830629,-59.6082387 13.0830564,-59.6081783 13.0830851,-59.6081327 13.0831256,-59.6081151 13.0831892)",service,,,,,,,,,,
"LINESTRING (-59.6081151 13.0831892,-59.6082025 13.0832341,-59.6083352 13.0832837,-59.6083567 13.083349,-59.6083741 13.0834875,-59.6084077 13.0835175,-59.6084653 13.0835384,-59.6085485 13.0835489,-59.6087268 13.0835201,-59.6089555 13.0834881,-59.6090058 13.0834535,-59.6090179 13.0834065,-59.6090058 13.0833046,-59.6089776 13.0832288,-59.608928 13.0831714,-59.6089025 13.08311,-59.6088931 13.0829989,-59.6088797 13.0827259)",service,,,,,,,,,,
"LINESTRING (-59.6090058 13.0834535,-59.6090246 13.0835097,-59.6090205 13.0835841,-59.6090098 13.0836207,-59.6089843 13.0836468,-59.6089481 13.0836638,-59.6086987 13.0837148,-59.6085485 13.0837304,-59.608468 13.0837252,-59.6083996 13.0836978,-59.6083674 13.0836442,-59.6083674 13.0835828,-59.6083741 13.0834875)",service,,,,,,,,,,
"LINESTRING (-59.6077308 13.0843016,-59.6081141 13.0841597)",residential,Clifton Terrace,asphalt,,,,,,,,
"LINESTRING (-59.6088078 13.0842221,-59.6082009 13.0843262)",service,,asphalt,yes,,,,,,,
"LINESTRING (-59.6084876 13.0847703,-59.6078866 13.0847792,-59.6077548 13.0847812)",residential,,,yes,,,,,,,
"LINESTRING (-59.608526 13.0848156,-59.6086511 13.0847448,-59.6087208 13.0846834,-59.6087463 13.0846448,-59.6087624 13.0846063,-59.6087812 13.084524,-59.6087919 13.0843973,-59.6088078 13.0842221)",service,,,,,,,,,,
"LINESTRING (-59.6081646 13.0865232,-59.6078681 13.086518)",residential,,,,,,,,,,
"LINESTRING (-59.6091447 13.0867755,-59.6088691 13.0866675,-59.6087497 13.0866231,-59.6087108 13.086593,-59.6087041 13.0865578,-59.6087122 13.0865329,-59.6087323 13.0865107,-59.6087739 13.0864911,-59.6088706 13.0864736,-59.6091926 13.0864155)",service,,,,,,,,,,
"LINESTRING (-59.6090788 13.0870672,-59.6083903 13.0870555)",service,,,,,,,,,,
"LINESTRING (-59.6076712 13.0856093,-59.6076796 13.0877345)",residential,Beckles Hill No 1,asphalt,,,,,,,,
"LINESTRING (-59.6081424 13.0876772,-59.6081646 13.0865232,-59.608174 13.0860542)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.608174 13.0860542,-59.6081864 13.085391,-59.608167 13.0853005,-59.6080812 13.0852796,-59.6079498 13.0852822,-59.6078988 13.0853188,-59.6078854 13.0853762,-59.6078681 13.086518,-59.6078559 13.08732,-59.6078534 13.0877191)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6081424 13.0876772,-59.6083471 13.0876521,-59.6085545 13.0876367)",tertiary,Beckles Road,asphalt,,,2,,,,,
"LINESTRING (-59.6085545 13.0876367,-59.608675 13.0876358,-59.6087709 13.0876444,-59.608914 13.0876721)",tertiary,Beckles Road,asphalt,,,2,,,,,
"LINESTRING (-59.6083904 13.0880268,-59.6083471 13.0876521)",service,,asphalt,yes,,,,,,,
"LINESTRING (-59.6077868 13.0884513,-59.6079986 13.0884618,-59.6080442 13.0884435,-59.6080697 13.0883978,-59.6080764 13.0883298,-59.6080697 13.0882815,-59.6080415 13.0882332,-59.6080147 13.0882162,-59.6079356 13.0882031,-59.6077834 13.0881955)",service,,,,,,,,,,
"LINESTRING (-59.6088135 13.0880072,-59.6090889 13.0880255,-59.6091882 13.0880307,-59.6092123 13.0880333,-59.6092284 13.0880568,-59.6092271 13.0880751,-59.6092231 13.0881169,-59.6092043 13.0881796,-59.6091828 13.0882489,-59.6091788 13.0882867,-59.6091895 13.0883377,-59.6091965 13.0883664,-59.6092029 13.0883925,-59.6091989 13.0884343,-59.6091748 13.0884605,-59.6091184 13.0884866,-59.6090031 13.0884775,-59.6089387 13.0884396,-59.6087459 13.0883382)",service,,,,,,,,,,
"LINESTRING (-59.6076746 13.0891651,-59.607715 13.0891874,-59.6077203 13.089207,-59.6077163 13.0892553,-59.6076224 13.0894722,-59.6075715 13.089591)",service,,,,,,,,,,
"LINESTRING (-59.6079953 13.0896838,-59.6075715 13.089591)",service,,,,,,,,,,
"LINESTRING (-59.6087535 13.0895194,-59.6090038 13.0894852)",service,,,,,,,,,,
"LINESTRING (-59.6087851 13.090012,-59.6086814 13.090055,-59.608638 13.0900618,-59.6085873 13.0900617,-59.6080609 13.0899765,-59.6080413 13.0899744,-59.6080205 13.0899765)",service,,,,,,,,driveway,,
"LINESTRING (-59.6074018 13.0801147,-59.6074592 13.0803044,-59.6075355 13.0805749,-59.6075965 13.0809231,-59.6076906 13.0815681,-59.6077818 13.0822733,-59.6077974 13.082436,-59.6078579 13.0832044,-59.6078667 13.0833155,-59.6079666 13.0838373,-59.6080755 13.0840752,-59.6081141 13.0841597,-59.6082009 13.0843262,-59.6082575 13.0844323,-59.6084058 13.0846738,-59.6084876 13.0847703,-59.608526 13.0848156,-59.6086585 13.0849716,-59.6088795 13.0852493,-59.6090426 13.0855142,-59.6091093 13.0856695,-59.6091552 13.0858419,-59.6091971 13.0862416,-59.6091926 13.0864155,-59.6091842 13.0865656,-59.6091599 13.0867082,-59.6091447 13.0867755,-59.6090788 13.0870672,-59.6090254 13.0873033,-59.608914 13.0876721,-59.6088135 13.0880072,-59.6088098 13.0880197,-59.6087815 13.0881608,-59.6087571 13.0882825,-59.6087459 13.0883382,-59.608725 13.0886326,-59.6087422 13.0893432,-59.6087535 13.0895194,-59.6087851 13.090012,-59.6088572 13.0904234,-59.6089003 13.090548,-59.6089807 13.0907335,-59.6090941 13.0909149,-59.6094202 13.0913078,-59.6096977 13.0916493,-59.6098096 13.0917687)",primary,Bay Street,asphalt,,no,2,,H7,,,
"LINESTRING (-59.6088572 13.0904234,-59.6084334 13.0904433,-59.6074237 13.0904946,-59.6069141 13.0905205)",residential,Dunlow Lane,,,yes,,40,,,,
"LINESTRING (-59.6073819 13.0915497,-59.6075413 13.0915863,-59.6075832 13.091649,-59.6076037 13.0918453,-59.6082403 13.0918214,-59.6083337 13.0918325)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6083337 13.0918325,-59.6087898 13.0924095,-59.60883 13.0924618)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6077163 13.0932919,-59.6078594 13.0931886,-59.6082395 13.0929144,-59.60883 13.0924618)",primary,Jemmotts Lane,,,no,,,,,,
"LINESTRING (-59.6083462 13.0957157,-59.6084835 13.0956964,-59.6085078 13.0956884,-59.6085296 13.0956748,-59.6085481 13.0956564,-59.6085577 13.0956356,-59.6085849 13.0955551)",tertiary,John Beckles Drive,asphalt,,yes,,,,,,
"LINESTRING (-59.6087905 13.0958065,-59.6086184 13.0957695,-59.6084963 13.0957425,-59.6083462 13.0957157)",tertiary,John Beckles Drive,asphalt,,yes,2,,,,,
"LINESTRING (-59.6074584 13.0984105,-59.6074641 13.098342,-59.6074645 13.0981784,-59.6074498 13.0980263,-59.6074366 13.0979193,-59.6073964 13.0977519,-59.6073295 13.0975035,-59.6072679 13.0973298,-59.6072142 13.0971147,-59.6071624 13.0968808,-59.6071268 13.0966855,-59.6071398 13.0965083,-59.6072059 13.0962845,-59.6073051 13.096103,-59.6074393 13.0959619,-59.6075948 13.0958613,-59.6077759 13.0957865,-59.6079673 13.0957394,-59.608134 13.0957159,-59.6083462 13.0957157)",tertiary,John Beckles Drive,asphalt,,,2,,,,,
"LINESTRING (-59.6042578 13.0998064,-59.6042617 13.0998512,-59.6042558 13.1011496,-59.6042702 13.1013205,-59.6042716 13.1025506)",residential,St. Hill Road,,,yes,,,,,,
"LINESTRING (-59.6069825 13.1022185,-59.6070064 13.1020662,-59.6070298 13.1019844,-59.6070596 13.1019036,-59.6070989 13.1018078)",primary,Halls Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6069569 13.1022547,-59.6069825 13.1022185,-59.6070138 13.1021822,-59.6070436 13.1021548,-59.6070734 13.1021361,-59.607108 13.1021221)",primary,James A Tudor Roundabout,asphalt,,,1,,,,roundabout,
"LINESTRING (-59.6065528 13.1023593,-59.6067022 13.1023604,-59.6068065 13.1023583,-59.6069251 13.1023547)",primary,Tweedside Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6069202 13.1024204,-59.6069229 13.1023666,-59.6069251 13.1023547,-59.6069335 13.1023096,-59.6069569 13.1022547)",primary,James A Tudor Roundabout,asphalt,,,1,,,,roundabout,
"LINESTRING (-59.6068724 13.1024758,-59.6067884 13.1024391,-59.606699 13.102407,-59.6065528 13.1023593)",primary,Tweedside Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6070037 13.1025499,-59.6069575 13.1025007,-59.6069335 13.1024577,-59.6069202 13.1024204)",primary,James A Tudor Roundabout,asphalt,,,1,,,,roundabout,
"LINESTRING (-59.6070037 13.1025499,-59.6069288 13.1025054,-59.6068724 13.1024758)",primary,Tweedside Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6074791 13.1026758,-59.6074206 13.1026882,-59.6073722 13.1026928,-59.6073196 13.1026908,-59.6072659 13.102684,-59.6072116 13.102668,-59.6071377 13.1026333,-59.6070644 13.1025924,-59.6070037 13.1025499)",primary,James A Tudor Roundabout,asphalt,,,1,,,,roundabout,
"LINESTRING (-59.6071845 13.1021169,-59.6072382 13.1021294,-59.607285 13.1021454,-59.607343 13.1021693,-59.6074414 13.102219,-59.6074967 13.1022604,-59.6076009 13.1023402,-59.607619 13.1023831,-59.6076312 13.1024277,-59.6076322 13.102467,-59.6076264 13.1025059,-59.6076131 13.1025515,-59.6075908 13.1025898,-59.6075652 13.1026178,-59.6075286 13.1026493,-59.6074791 13.1026758)",primary,James A Tudor Roundabout,asphalt,,,1,,,,roundabout,
"LINESTRING (-59.6076009 13.1023402,-59.6076657 13.1023806,-59.6077397 13.1024355,-59.6078247 13.1025064,-59.6078928 13.1025582,-59.6079577 13.1026053,-59.6081665 13.1027544)",secondary,Roebuck Street,asphalt,,yes,,,H3,,,
"LINESTRING (-59.6081665 13.1027544,-59.6079502 13.1027022,-59.6078359 13.1026809,-59.6077205 13.1026633,-59.6076152 13.102653,-59.6075286 13.1026493)",secondary,Roebuck Street,asphalt,,yes,,,H3,,,
"LINESTRING (-59.6072539 13.1030183,-59.6072776 13.1028977,-59.6072813 13.1028562,-59.6072802 13.1028143,-59.607276 13.1027786,-59.6072653 13.1027444,-59.6072536 13.1027185,-59.6072361 13.10269,-59.6072116 13.102668)",primary,Highway 3,asphalt,,yes,,,H3,,,
"LINESTRING (-59.6074791 13.1026758,-59.6074283 13.1027418,-59.6073741 13.1028174,-59.607323 13.1028992,-59.6072539 13.1030183)",primary,Harmony Hall,asphalt,,yes,,,H3,,,
"LINESTRING (-59.6072539 13.1030183,-59.6071904 13.1031437,-59.6071446 13.1032493,-59.6071117 13.1033415)",primary,Harmony Hall,asphalt,,,2,,H3,,,
"LINESTRING (-59.6076647 13.1033612,-59.6071117 13.1033415)",residential,India Land,asphalt,,,,,,,,
"LINESTRING (-59.6076775 13.1034794,-59.60767 13.1035834,-59.6076673 13.1035989,-59.6076588 13.1036087,-59.6076434 13.1036181,-59.6076291 13.1036217,-59.6076078 13.1036227,-59.6070532 13.1035549)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6057281 13.1024204,-59.6056393 13.1015523,-59.6056044 13.1014433,-59.6055942 13.1014176,-59.605571 13.1013979,-59.6055254 13.101392,-59.6051419 13.1013999,-59.6048141 13.101395,-59.6047757 13.1014048,-59.6047493 13.1014304,-59.6047382 13.101463,-59.6048146 13.1025178)",residential,,,yes,,,,,,,
"LINESTRING (-59.6051419 13.1013999,-59.6052623 13.1024847)",residential,,,yes,,,,,,,
"LINESTRING (-59.6038666 13.0999783,-59.6038664 13.1000139,-59.6038641 13.1011642,-59.6038681 13.1016694,-59.6038526 13.1025611)",residential,Alkins Road,,,,,,,,,
"LINESTRING (-59.6065528 13.1023593,-59.6064172 13.10235,-59.6062928 13.10235,-59.606145 13.1023624,-59.6059929 13.10238,-59.6057281 13.1024204,-59.605592 13.1024411,-59.6054441 13.102465,-59.6053537 13.1024743,-59.6052623 13.1024847,-59.6051219 13.1024971,-59.6048146 13.1025178,-59.6042716 13.1025506,-59.6038526 13.1025611,-59.6037047 13.1025597,-59.6034901 13.1025577,-59.6033649 13.1025546,-59.6028923 13.1025427,-59.6024658 13.1025326,-59.6022916 13.1025281,-59.6021468 13.1025035,-59.6020565 13.1024737,-59.6018432 13.102341,-59.6016697 13.102248,-59.6013881 13.1021257)",primary,Tweedside Road,asphalt,,,2,,,,,
"LINESTRING (-59.6028842 13.1001639,-59.6028842 13.1001941,-59.6028808 13.1011829,-59.6028923 13.1025427)",residential,Norman Road,,,,,,,,,
"LINESTRING (-59.6024963 13.1002367,-59.6024806 13.1011911,-59.6024658 13.1025326)",residential,Huntes Road,,,,,,,,,
"LINESTRING (-59.6033649 13.1025546,-59.6033515 13.1020078)",residential,,,,,,,,,,
"LINESTRING (-59.6021192 13.1003243,-59.6021046 13.1011933,-59.6020565 13.1024737)",residential,Chadderton Road,,,,,,,,,
"LINESTRING (-59.6016697 13.102248,-59.6016543 13.1012032,-59.6016636 13.1004213)",residential,Harrison Road,,,,,,,,,
"LINESTRING (-59.6016697 13.102248,-59.601577 13.1022635,-59.6015158 13.102291,-59.6014833 13.1023257,-59.6014578 13.1024135)",primary_link,,asphalt,yes,yes,,,,,,
"LINESTRING (-59.6032939 13.1029366,-59.6024967 13.1029501,-59.6018875 13.1029963)",residential,Arthurs Gap,,,,,,,,,
"LINESTRING (-59.6030662 13.1033021,-59.6019374 13.1033483)",residential,,,,,,,,,,
"LINESTRING (-59.6018796 13.1028793,-59.6014984 13.1029101)",residential,,,,,,,,,,
"LINESTRING (-59.6021469 13.087698,-59.6025601 13.0877105,-59.6031503 13.0877115,-59.6037171 13.0877302,-59.6042437 13.0877494,-59.6047813 13.0877645,-59.6052921 13.0877767,-59.6057872 13.0877809,-59.6063124 13.0877823,-59.6067629 13.0877687,-59.6071848 13.0877497,-59.6076796 13.0877345,-59.6077252 13.0877321,-59.6077594 13.0877303,-59.6078534 13.0877191,-59.6081424 13.0876772)",tertiary,Beckles Road,asphalt,,,2,,,,,
"LINESTRING (-59.6014121 13.0960562,-59.6014616 13.0960582,-59.6034942 13.0961393)",residential,5th Avenue,,,,,,,,,
"LINESTRING (-59.6013051 13.0968143,-59.6013491 13.096816,-59.6034664 13.0968977)",residential,6th Avenue,,,,,,,,,
"LINESTRING (-59.603455 13.0973621,-59.6028638 13.0973188,-59.6024525 13.0972886)",residential,,,,,,,,,,
"LINESTRING (-59.6028638 13.0973188,-59.6028522 13.0977151)",residential,,,,,,,,,,
"LINESTRING (-59.6011787 13.0976827,-59.6012185 13.0976821,-59.6028522 13.0977151,-59.603446 13.0977265)",residential,7th Avenue,,,,,,,,,
"LINESTRING (-59.6010769 13.0983597,-59.6011157 13.0983605,-59.6034222 13.0984231)",residential,8th Avenue,,,,,,,,,
"LINESTRING (-59.6062713 13.0986095,-59.6063754 13.0986149,-59.6064645 13.098606,-59.6066324 13.0985863)",secondary,Constitution Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6080035 13.0983894,-59.6080038 13.0983714,-59.6080044 13.098343)",service,,,yes,,,,,,,
"LINESTRING (-59.6066324 13.0985863,-59.6068246 13.0985365,-59.6070049 13.0984869,-59.6074584 13.0984105)",secondary,Constitution Road,asphalt,,,2,,,,,
"LINESTRING (-59.6066324 13.0985863,-59.6065223 13.0986461,-59.6064459 13.0986939,-59.6063294 13.0988036)",secondary,Constitution Road,asphalt,,yes,,,,,,
"LINESTRING (-59.600798 13.1003192,-59.6008584 13.0999228,-59.6009444 13.0993192,-59.6010092 13.0988523,-59.6010769 13.0983597,-59.6011787 13.0976827,-59.6013051 13.0968143,-59.6014121 13.0960562,-59.6015067 13.0953675,-59.6016112 13.094666,-59.6016677 13.0942478,-59.6017253 13.0938122,-59.6017597 13.0934184,-59.6017624 13.093232,-59.6017501 13.0930713,-59.6017143 13.0927856)",primary,Belleville Road,asphalt,,,2,,,,,
"LINESTRING (-59.6074584 13.0984105,-59.6074563 13.0984847,-59.6074272 13.0987652,-59.6071277 13.0989514,-59.6070619 13.0989879,-59.6069351 13.0990265,-59.6065468 13.0990954,-59.6064152 13.0991121,-59.6063563 13.0991144,-59.60631 13.0991144)",residential,Ellis Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6041889 13.099845,-59.6041663 13.0997754,-59.6040526 13.0995078,-59.6040074 13.0993572,-59.6039551 13.0992081,-59.6039382 13.0991457,-59.6039043 13.0989714,-59.6038988 13.0988286,-59.6038818 13.0986568,-59.6038868 13.0985315,-59.6038823 13.0980145,-59.6038815 13.0976854,-59.6039744 13.0963606)",residential,Stevenson Road,,,,,,,,,
"LINESTRING (-59.6033939 13.1000966,-59.6033943 13.1000645,-59.6033922 13.0994123,-59.603412 13.0989372,-59.6034222 13.0984231,-59.603446 13.0977265,-59.603455 13.0973621,-59.6034664 13.0968977,-59.6034942 13.0961393,-59.6035071 13.095477,-59.6035321 13.0947601,-59.603547 13.0942973,-59.6035575 13.0940774,-59.6035634 13.093878,-59.603613 13.0929022,-59.6036196 13.0927713)",residential,George Street,asphalt,,,,,,,,
"LINESTRING (-59.6069351 13.0990265,-59.6070001 13.0993299,-59.6067654 13.0994863,-59.6065923 13.0995783,-59.6064738 13.0996757)",residential,,,yes,,,,,,,
"LINESTRING (-59.6071975 13.1005401,-59.6062869 13.1006915,-59.6062302 13.1007082,-59.6061989 13.1007309,-59.6061898 13.1007644,-59.606211 13.1009497)",residential,Hinds Gap,,,,,,,,,
"LINESTRING (-59.60729 13.1007264,-59.60672 13.100863,-59.606211 13.1009497,-59.6059014 13.1010039,-59.6058397 13.1010019,-59.6057972 13.1009852,-59.6057638 13.1009458,-59.6055958 13.1004816,-59.6055162 13.1003525)",residential,Roberts Gap,,,,,,,,,
"LINESTRING (-59.6073132 13.1012306,-59.6073282 13.1010625,-59.607322 13.1008914,-59.60729 13.1007264,-59.6072375 13.100604,-59.6071975 13.1005401,-59.6070662 13.1003376,-59.6068928 13.1001497,-59.6067946 13.1000458,-59.606705 13.0999403,-59.6065692 13.0997881,-59.6064738 13.0996757,-59.6063975 13.0995794,-59.6063466 13.0995002,-59.6063079 13.0994051,-59.6063086 13.0992745,-59.60631 13.0991144,-59.6063058 13.0990819)",primary,Halls Road,asphalt,,,2,,,,,
"LINESTRING (-59.607322 13.1008914,-59.6069158 13.1010194,-59.6062437 13.101226,-59.6058306 13.1013587,-59.6055942 13.1014176)",residential,,,,,,,,,,
"LINESTRING (-59.6078303 13.1001379,-59.6076274 13.1004223,-59.6077047 13.1011526,-59.6074161 13.1018356,-59.6073695 13.101979,-59.607343 13.1021693)",service,,,yes,,,,,,,
